event_id,latitude,longitude,event_date,state,dataset,source_dataset,source_id,landslide_type,physical_factors,reliability,spatial_accuracy,record_type,fatalities,injuries,LINK
495,27.11610665,93.79559574,2017-07-09,Arunachal Pradesh,UGLC,Cooperative Open Online Landslide Repository - NASA,11167,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://www.arunachaltimes.in/arunachal-devastated-by-landslides-and-floods-minor-dead/'
228,27.583849,91.876945,2017-07-11,Arunachal Pradesh,UGLC,Cooperative Open Online Landslide Repository - NASA,11177,earth slide,rainfall (T),9,5000,report,19,0,Source: 'https://www.newsbytesapp.com/timeline/India/1929/11909/arunachal-pradesh-floods-landslides-reap-misery'
455,27.27460429,93.58822996,2017-07-11,Arunachal Pradesh,UGLC,Global fatal landslide Catalog,5266,ND,rainfall (T),9,33533,event,14,-99999,Source: 'http://www.india.com/news/india/massive-landslide-in-arunachal-pradesh-kills-15-rescue-teams-unable-to-reach-affected-area-2312222/'
465,27.20938411,93.61539279,2017-07-11,Arunachal Pradesh,UGLC,Cooperative Open Online Landslide Repository - NASA,11168,earth slide,rainfall (T),1,0,report,14,0,Source: 'http://www.hindustantimes.com/india-news/14-people-feared-dead-in-massive-landslide-in-arunachal-pradesh/story-I1ogsSk2zfyvXm2wGlmjWP.html'
509,27.67110703,93.87234807,2017-07-18,Arunachal Pradesh,UGLC,Global fatal landslide Catalog,5280,ND,"anthropic (T,P)",9,34725,event,1,-99999,Source: 'http://www.arunachaltimes.in/driver-with-excavator-swept-away-by-mudslide/'
281,27.303999,92.407813,2017-09-30,Arunachal Pradesh,UGLC,Cooperative Open Online Landslide Repository - NASA,13263,rock fall,ND,9,10000,report,0,0,Source: 'https://arunachaltimes.in/index.php/2017/10/01/roads-to-dirang-ziro-blocked/'
475,27.10350855,93.64513257,2018-09-14,Arunachal Pradesh,UGLC,Cooperative Open Online Landslide Repository - NASA,14520,earth slide,rainfall (T),9,5000,report,5,0,Source: 'https://www.newindianexpress.com/nation/2018/sep/14/two-killed-three-missing-in-arunachal-flood-and-landslides-1871930.html'
148,26.16175948,91.72188533,2004-07-15,Assam,UGLC,Global fatal landslide Catalog,105,ND,rainfall (T),7,796,event,3,-99999,Source: 'http://www.webindia123.com/news/m_details.asp?newscode=61739&catcode=ENG3&subcatcode='
150,26.16833375,91.72831667,2004-07-15,Assam,UGLC,Global fatal landslide Catalog,107,ND,rainfall (T),5,362,event,1,-99999,Source: 'http://www.rediff.com/news/2004/jul/15assam.htm'
244,26.13140438,91.93086808,2004-07-15,Assam,UGLC,Global fatal landslide Catalog,104,ND,rainfall (T),9,15925,event,5,-99999,Source: 'http://www.webindia123.com/news/m_details.asp?newscode=61739&catcode=ENG3&subcatcode='
345,26.35735036,92.82954074,2004-07-15,Assam,UGLC,Global fatal landslide Catalog,108,ND,rainfall (T),9,158023,event,5,-99999,Source: 'http://www.indianexpress.com/full_story.php?content_id=51141'
245,26.13140438,91.93086808,2004-10-07,Assam,UGLC,Global fatal landslide Catalog,183,ND,rainfall (T),9,15925,event,7,-99999,Source: 'http://www.keralanext.com/news/?id=53975'
139,26.13088435,91.71073619,2004-10-08,Assam,UGLC,Global fatal landslide Catalog,185,ND,rainfall (T),9,1844,event,6,-99999,Source: 'http://www.123bharath.com/news/index.php?action=fullnews&id=27038'
183,26.18555493,91.79233591,2004-10-08,Assam,UGLC,Global fatal landslide Catalog,187,ND,ND,5,446,event,2,-99999,Source: 'ND'
246,26.13140438,91.93086808,2005-08-19,Assam,UGLC,Global fatal landslide Catalog,449,ND,rainfall (T),9,15925,event,2,-99999,Source: 'ND'
140,26.13088435,91.71073619,2005-08-24,Assam,UGLC,Global fatal landslide Catalog,465,ND,rainfall (T),9,1844,event,5,-99999,Source: 'http://www.telegraphindia.com/1050826/asp/northeast/story_5157079.asp'
149,26.16175948,91.72188533,2005-08-24,Assam,UGLC,Global fatal landslide Catalog,462,ND,rainfall (T),7,796,event,3,-99999,Source: 'http://timesofindia.indiatimes.com/articleshow/1210299.cms'
247,26.13140438,91.93086808,2005-08-24,Assam,UGLC,Global fatal landslide Catalog,463,ND,rainfall (T),9,15925,event,4,-99999,Source: 'http://timesofindia.indiatimes.com/articleshow/1210299.cms'
306,24.96518283,92.69340028,2006-06-12,Assam,UGLC,Global fatal landslide Catalog,678,ND,rainfall (T),9,1097,event,3,-99999,Source: 'http://indiaenews.com/2006-06/11235-floods-landslides-northeast-75000-displaced.htm'
142,26.10481582,91.7127005,2007-07-13,Assam,UGLC,Global fatal landslide Catalog,1078,ND,rainfall (T),7,955,event,2,-99999,Source: 'http://www.assamtribune.com/scripts/details.asp?id=jul1407/at012'
182,26.19758217,91.79057805,2007-07-19,Assam,UGLC,Global fatal landslide Catalog,1096,ND,rainfall (T),7,897,event,7,-99999,Source: 'http://www.hindu.com/thehindu/holnus/004200707191540.htm'
186,26.1699,91.7986,2007-07-19,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,130,earth slide,rainfall (T),9,25000,report,6,0,Source: 'http://www.saharasamay.com/samayhtml/articles.aspx?newsid=80536'
348,25.2946,92.8339,2007-08-26,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,213,earth slide,rainfall (T),10,-99999,report,0,0,Source: 'http://www.telegraphindia.com/1070830/asp/northeast/story_8253906.asp'
189,26.1833,91.8,2007-09-13,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,264,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://www.saharasamay.com/samayhtml/articles.aspx?newsid=84791'
248,26.13140438,91.93086808,2007-09-15,Assam,UGLC,Global fatal landslide Catalog,1210,ND,rainfall (T),9,15925,event,3,-99999,Source: 'http://www.newkerala.com/oct.php?action=fullnews&id=493'
327,24.52029991,92.72826503,2007-09-16,Assam,UGLC,Global fatal landslide Catalog,1211,ND,rainfall (T),5,412,event,3,-99999,Source: 'http://www.telegraphindia.com/1070917/asp/northeast/story_8324620.asp'
249,26.13140438,91.93086808,2008-04-13,Assam,UGLC,Global fatal landslide Catalog,1349,ND,rainfall (T),9,15925,event,3,-99999,Source: 'http://www.assamtribune.com/scripts/details.asp?id=apr1608/at05'
355,24.81395989,92.85687296,2008-05-19,Assam,UGLC,Global fatal landslide Catalog,1372,ND,"anthropic (T,P)",9,34718,event,5,-99999,Source: 'http://www.thehindu.com/holnus/004200805201921.htm'
350,24.9849,92.8411,2008-05-20,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,545,mudslide,"anthropic (T,P)",9,50000,report,5,0,Source: 'http://www.telegraphindia.com/1080521/jsp/northeast/story_9297276.jsp'
591,27.1743511,94.13502058,2008-06-14,Assam,UGLC,Global fatal landslide Catalog,1401,ND,rainfall (T),9,30654,event,1,-99999,Source: 'http://sify.com/news/fullstory.php?id=14694665'
558,27.2298,94.0989,2008-06-15,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,587,earth slide,rainfall (T),9,25000,report,17,0,Source: 'http://www.telegraphindia.com/1080616/jsp/northeast/story_9416169.jsp'
250,26.13140438,91.93086808,2008-06-19,Assam,UGLC,Global fatal landslide Catalog,1413,ND,rainfall (T),9,15925,event,1,-99999,Source: 'http://www.telegraphindia.com/1080621/jsp/northeast/story_9441137.jsp'
533,27.163,94.0,2008-08-14,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,714,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.morungexpress.com/regional/1615.html'
116,26.3333,91.25,2008-10-29,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,868,earth slide,rainfall (T),9,50000,report,7,0,Source: 'http://in.reuters.com/article/topNews/idINIndia-36198420081029'
582,27.2333,94.1167,2008-10-29,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,869,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.rttnews.com/ArticleView.aspx?Id=758386&SMap=1'
251,26.13140438,91.93086808,2008-12-29,Assam,UGLC,Global fatal landslide Catalog,1699,ND,"anthropic (T,P)",9,15925,event,1,-99999,Source: 'http://www.telegraphindia.com/1081230/jsp/guwahati/story_10318111.jsp'
356,24.81395989,92.85687296,2009-01-08,Assam,UGLC,Global fatal landslide Catalog,1707,ND,"anthropic (T,P)",9,34718,event,1,-99999,Source: 'http://www.telegraphindia.com/1090110/jsp/northeast/story_10367883.jsp'
404,25.5215,93.1645,2009-08-20,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,1109,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.prokerala.com/news/articles/a75292.html'
395,25.1718,93.123,2009-08-27,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,1127,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://www.prokerala.com/news/articles/a75292.html'
357,24.81395989,92.85687296,2010-04-01,Assam,UGLC,Global fatal landslide Catalog,2279,ND,rainfall (T),9,34718,event,3,-99999,Source: 'http://www.centralchronicle.com/viewnews.asp?articleID=31495'
386,25.1553,93.028,2010-04-01,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,1611,earth slide,rainfall (T),9,25000,report,3,0,Source: 'http://en.apa.az/news.php?id=119178'
94,26.10159837,90.02789028,2010-04-18,Assam,UGLC,Global fatal landslide Catalog,2309,ND,rainfall (T),9,29753,event,1,-99999,Source: 'http://www.telegraphindia.com/1100422/jsp/northeast/story_12364583.jsp'
165,26.1965,91.763,2010-04-20,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,1770,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=apr2110/at06'
169,26.1978,91.7665,2010-04-20,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,1771,earth slide,rainfall (T),1,0,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=apr2110/at06'
358,24.81395989,92.85687296,2010-04-24,Assam,UGLC,Global fatal landslide Catalog,2314,ND,rainfall (T),9,34718,event,3,-99999,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=apr2710/at095'
278,24.6005,92.3814,2010-06-03,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,1934,earth slide,rainfall (T),9,25000,report,2,0,Source: 'http://www.telegraphindia.com/1100605/jsp/northeast/story_12529386.jsp'
280,24.28898101,92.38885624,2010-06-03,Assam,UGLC,Global fatal landslide Catalog,2365,ND,rainfall (T),7,878,event,2,-99999,Source: 'http://www.telegraphindia.com/1100604/jsp/northeast/story_12525492.jsp'
115,25.8833,91.2,2010-06-09,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,1961,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=Snipp3..100610.jun10'
405,25.2269,93.1658,2010-06-15,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,1987,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.ptinews.com/news/721800_Landslides--blockade-hit-trains-services-in-NC-Hills'
340,25.0633,92.8025,2010-06-16,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,1994,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.ptinews.com/news/721800_Landslides--blockade-hit-trains-services-in-NC-Hills'
339,25.0477,92.801,2010-07-25,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,2140,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.telegraphindia.com/1100727/jsp/northeast/story_12728199.jsp'
363,26.04494724,92.86237717,2010-08-09,Assam,UGLC,Global fatal landslide Catalog,2510,ND,"anthropic (T,P)",9,35638,event,2,-99999,Source: 'http://www.assamtimes.org/hot-news/4235.html'
491,27.0011,93.7273,2010-09-10,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,2411,earth slide,rainfall (T),10,-99999,report,0,0,Source: 'http://timesofindia.indiatimes.com/india/13-killed-as-rains-wrack-havoc-in-north-and-eastern-India-/articleshow/6532367.cms'
377,25.5242,92.9914,2010-10-09,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,2575,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237'
380,25.1796,93.0083,2010-10-09,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,2573,mudslide,rainfall (T),9,5000,report,1,0,Source: 'http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237'
402,25.4749,93.1477,2010-10-09,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,2574,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237'
127,26.24920274,91.55004989,2011-02-18,Assam,UGLC,Global fatal landslide Catalog,2718,ND,"anthropic (T,P)",9,2470,event,2,-99999,Source: 'http://news.oneindia.in/2011/02/18/twokilled-one-injured-inlandslide-aid0126.html'
168,26.19685781,91.7657731,2011-03-23,Assam,UGLC,Global fatal landslide Catalog,2738,ND,"anthropic (T,P)",5,264,event,5,-99999,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=mar2411/at06'
274,24.58041329,92.37948378,2011-05-04,Assam,UGLC,Global fatal landslide Catalog,2769,ND,rainfall (T),9,24155,event,2,-99999,Source: 'http://ibnlive.in.com/generalnewsfeed/news/two-dead-two-critically-injured-in-landslide/671763.html'
354,25.0888,92.8551,2011-05-24,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,3532,complex,rainfall (T),9,10000,report,0,0,Source: 'http://articles.timesofindia.indiatimes.com/2011-05-27/guwahati/29591193_1_dima-hasao-landslide-traffic-movement'
414,25.5125,93.3613,2011-06-29,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,3672,earth slide,rainfall (T),10,-99999,report,0,0,Source: 'http://articles.timesofindia.indiatimes.com/2011-06-30/guwahati/29720982_1_heavy-rains-highway'
379,26.5836,93.0038,2011-07-24,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,3837,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=17..250711.jul11'
393,24.808,93.117,2011-09-06,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,3965,earth slide,rainfall (T),7,1000,report,3,0,Source: 'http://e-pao.net/GP.asp?src=Snipp8..080911.sep11'
153,26.1548,91.7351,2011-09-23,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,3983,earth slide,rainfall (T),10,-99999,report,4,0,"Source: 'http://www.nbtvlive.com/latest-news-4 die, 10 injured in landslide along assam-meghalaya border-crime-23-sep-2011-guwahati-press trust of india-54889.html'"
154,26.1475,91.7356,2012-06-02,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,4377,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://ibnlive.in.com/generalnewsfeed/news/barrak-valley-cut-off-due-to-heavy-landslides/1007155.html'
362,25.1175,92.8573,2012-06-03,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,4382,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides'
381,25.1775,93.0123,2012-06-03,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,4384,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides'
397,25.3056,93.1265,2012-06-03,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,4383,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides'
152,26.149,91.7351,2012-06-20,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,4424,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://twocircles.net/2012jun22/landslide_kills_three_assam.html'
144,26.1226,91.7162,2012-06-22,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,4426,earth slide,rainfall (T),9,5000,report,3,0,Source: 'http://thesop.org/story/20120701/woman-killed-in-guwahati-by-landslide.html'
159,26.10899001,91.74722978,2012-06-22,Assam,UGLC,Global fatal landslide Catalog,3268,ND,rainfall (T),9,1064,event,3,-99999,Source: 'http://www.ndtv.com/article/cities/three-killed-in-landslide-234855'
155,26.1049,91.7369,2012-06-25,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,4434,earth slide,rainfall (T),7,1000,report,1,0,Source: 'http://thesop.org/story/20120701/woman-killed-in-guwahati-by-landslide.html'
157,26.13041734,91.74561624,2012-06-25,Assam,UGLC,Global fatal landslide Catalog,3270,ND,rainfall (T),7,734,event,1,-99999,Source: 'http://twocircles.net/2012jun25/landslide_kills_one_guwahati.html'
151,26.16833375,91.72831667,2012-06-26,Assam,UGLC,Global fatal landslide Catalog,3273,ND,rainfall (T),5,362,event,1,-99999,Source: 'http://timesofindia.indiatimes.com/city/guwahati/Rain-landslides-leave-Guwahati-at-deep-end/articleshow/14417906.cms'
382,25.16270441,93.01486436,2012-06-26,Assam,UGLC,Global fatal landslide Catalog,3274,ND,rainfall (T),9,5011,event,2,-99999,Source: 'http://articles.timesofindia.indiatimes.com/2012-06-26/guwahati/32423841_1_landslides-assam-s-dima-hasao-barail-hills'
141,26.13088435,91.71073619,2012-06-27,Assam,UGLC,Global fatal landslide Catalog,3281,ND,rainfall (T),9,1844,event,3,-99999,Source: 'http://www.thedailystar.net/newDesign/news-details.php?nid=239916'
346,26.35735036,92.82954074,2012-06-30,Assam,UGLC,Global fatal landslide Catalog,3287,ND,rainfall (T),9,158023,event,6,-99999,Source: 'http://www.asianage.com/india/77-dead-assam-floods-landslide-pm-sonia-visit-monday-893'
114,26.35882707,90.8697066,2013-04-16,Assam,UGLC,Global fatal landslide Catalog,3550,ND,seismic (T),5,457,event,1,-99999,Source: 'http://www.indiatvnews.com/news/india/quake-jolts-northeast-india-21959.html'
134,26.1016,91.6906,2013-05-11,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,4860,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road'
143,26.1662,91.7138,2013-05-11,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,4858,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road'
164,26.1771,91.7599,2013-05-11,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,4859,earth slide,rainfall (T),9,5000,report,0,1,Source: 'http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road'
136,26.1665,91.7049,2013-10-06,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,5584,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://articles.timesofindia.indiatimes.com/2013-10-07/guwahati/42793381_1_anil-nagar-heavy-rain-nabin-nagar'
205,26.1309,91.8383,2013-10-06,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,5582,earth slide,rainfall (T),9,5000,report,1,0,Source: 'http://articles.timesofindia.indiatimes.com/2013-10-07/guwahati/42793381_1_anil-nagar-heavy-rain-nabin-nagar'
252,26.13140438,91.93086808,2013-10-06,Assam,UGLC,Global fatal landslide Catalog,3817,ND,rainfall (T),9,15925,event,1,-99999,Source: 'http://sciencythoughts.blogspot.co.uk/2013/10/elderly-man-killed-by-rockfall-in.html'
272,24.8669,92.3576,2014-05-09,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6016,earth slide,rainfall (T),7,1000,report,7,0,Source: 'http://sciencythoughts.blogspot.com/2014/05/seven-members-of-one-family-killed-by.html'
275,24.58041329,92.37948378,2014-05-10,Assam,UGLC,Global fatal landslide Catalog,3983,ND,rainfall (T),9,24155,event,7,-99999,Source: 'http://sciencythoughts.blogspot.co.uk/2014/05/seven-members-of-one-family-killed-by.html'
166,26.1407,91.7645,2014-06-26,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6106,earth slide,rainfall (T),9,5000,report,3,0,Source: 'http://twocircles.net/2014jun27/8_killed_assam_landslides_electrocution.html#.U70ydPldU1L'
171,26.16343122,91.76898556,2014-06-26,Assam,UGLC,Global fatal landslide Catalog,4031,ND,rainfall (T),5,424,event,4,-99999,Source: 'http://www.dnaindia.com/india/report-six-die-of-electrocution-and-landslide-after-rains-in-guwahati-1998172'
181,26.1844,91.7896,2014-06-26,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6107,earth slide,rainfall (T),9,5000,report,1,0,Source: 'http://twocircles.net/2014jun27/8_killed_assam_landslides_electrocution.html#.U70ydPldU1L'
172,26.1619,91.7697,2014-06-27,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6110,earth slide,rainfall (T),1,0,report,3,0,Source: 'http://www.assamtimes.org/node/11181'
167,26.1964,91.7652,2014-06-28,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6112,earth slide,rainfall (T),1,0,report,0,0,Source: 'http://www.assamtimes.org/node/11181'
359,24.81395989,92.85687296,2014-07-27,Assam,UGLC,Global fatal landslide Catalog,4089,ND,rainfall (T),9,34718,event,5,-99999,Source: 'http://timesofindia.indiatimes.com/City/Guwahati/Landslide-kills-5-in-Cachar/articleshow/39350464.cms'
133,26.1001,91.6849,2014-09-22,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6289,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'
137,26.1295,91.7056,2014-09-22,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6287,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'
138,26.1044,91.7082,2014-09-22,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6286,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'
161,26.1314,91.7548,2014-09-22,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6283,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'
178,26.1097,91.7747,2014-09-22,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6282,earth slide,rainfall (T),9,5000,report,1,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'
185,26.15146273,91.79753177,2014-09-22,Assam,UGLC,Global fatal landslide Catalog,4170,ND,rainfall (T),5,405,event,1,-99999,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2314/at050'
188,26.1985,91.7998,2014-09-22,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6288,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'
202,26.159,91.8178,2014-09-22,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6285,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'
204,26.1324,91.8342,2014-09-22,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6284,earth slide,rainfall (T),9,5000,report,0,1,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'
162,26.13146397,91.75782228,2014-09-23,Assam,UGLC,Global fatal landslide Catalog,4173,ND,rainfall (T),7,561,event,1,-99999,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'
176,26.11117064,91.77318437,2014-09-23,Assam,UGLC,Global fatal landslide Catalog,4172,ND,rainfall (T),7,830,event,1,-99999,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051'
130,26.1468,91.6469,2015-02-14,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6775,earth slide,"anthropic (T,P)",9,5000,report,1,2,Source: 'http://www.telegraphindia.com/1150215/jsp/frontpage/story_3475.jsp#.VONkky5HWUk'
253,26.13140438,91.93086808,2015-02-14,Assam,UGLC,Global fatal landslide Catalog,4251,ND,"anthropic (T,P)",9,15925,event,1,-99999,Source: 'http://www.telegraphindia.com/1150215/jsp/frontpage/story_3475.jsp#.Ve5NyGMQTL8'
294,24.61185813,92.55046219,2015-02-19,Assam,UGLC,Global fatal landslide Catalog,4254,ND,"anthropic (T,P)",9,3250,event,2,-99999,Source: 'http://zeenews.india.com/news/assam/two-killed-in-assam-landslide_1549800.html'
295,24.6108,92.562,2015-02-19,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,6786,earth slide,"anthropic (T,P)",9,5000,report,2,1,Source: 'http://www.business-standard.com/article/pti-stories/two-labourers-killed-in-landslide-115022000437_1.html'
283,25.0318,92.4584,2015-03-19,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,7591,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439'
360,24.81395989,92.85687296,2015-07-21,Assam,UGLC,Global fatal landslide Catalog,4421,ND,rainfall (T),9,34718,event,5,-99999,Source: 'http://news.webindia123.com/news/Articles/India/20150722/2647396.html'
378,24.7979,92.9974,2015-07-22,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,7253,earth slide,rainfall (T),9,5000,report,5,0,Source: 'http://www.assamtimes.org/node/14309'
223,26.1062,91.8717,2015-07-25,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,7276,earth slide,rainfall (T),9,5000,report,2,0,Source: 'http://www.assamtalks.com/2-killed-in-jorabat-landslide.html'
231,26.1028,91.8806,2015-08-22,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,7728,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.assamtimes.org/node/14643'
131,26.18654344,91.67187135,2015-09-01,Assam,UGLC,Global fatal landslide Catalog,4484,ND,rainfall (T),9,1745,event,2,-99999,Source: 'http://www.business-standard.com/article/pti-stories/woman-child-killed-in-assam-landslide-115090100379_1.html'
132,26.1868,91.6739,2015-09-01,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,7933,rock fall,rainfall (T),7,1000,report,2,0,Source: 'http://www.assamtimes.org/node/14780'
147,26.49349035,91.72137514,2015-09-01,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,7923,earth slide,rainfall (T),9,10000,report,2,0,Source: 'http://www.newindianexpress.com/nation/Woman-Child-Killed-in-Assam-Landslide/2015/09/01/article3005012.ece'
135,26.1666,91.7042,2015-09-23,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,8339,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.assamtimes.org/node/15150'
268,24.59448017,92.29672017,2016-05-18,Assam,UGLC,Global fatal landslide Catalog,4718,ND,rainfall (T),7,847,event,5,-99999,Source: 'http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/'
285,24.4638,92.4943,2016-05-18,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,9338,earth slide,rainfall (T),9,10000,report,5,0,Source: 'http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/'
287,24.5308,92.5121,2016-05-18,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,9336,earth slide,rainfall (T),7,1000,report,1,0,Source: 'http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/'
